id,name,filename,duration,kind
1461,Малый глайдер,icon_item_0343.dds,600000,1
1462,Поиск победителя,icon_skill_buff113.dds,30000,1
1463,Глайдер CODE7,icon_item_0343.dds,600000,1
1464,Реактивные ботинки,icon_buff_buff.dds,3000,2
1465,Живой светильник,icon_skill_buff16.dds,5000,2
1466,Разгневанный огонек,icon_skill_buff09.dds,30000,2
1468,Ранение,icon_skill_buff67.dds,0,3
1469,Отвращение,icon_skill_buff80.dds,6000,2
1470,Смятение,icon_skill_buff12.dds,30000,1
1471,Близость смерти,icon_skill_buff114.dds,8000,1
1472,Церемония воскрешения,icon_skill_buff89.dds,2000,1
1473,Освобожденный Энар,icon_buff_buff.dds,1000,3
1474,Замедление,icon_skill_death18.dds,10000,2
1475,Повышенная выносливость,icon_house_009.dds,0,2
1476,Осадное орудие: уязвимость к заклинаниям,icon_skill_death17.dds,30000,2
1477,Осадное орудие: ошеломление,icon_skill_death15.dds,30000,2
1478,Осадное орудие: оглушение,icon_skill_death19.dds,5000,2
1479,Сладкий фрукт,icon_buff_buff.dds,300000,1
1480,Вихрь,icon_skill_buff43.dds,60000,1
1481,Вегитарианская диета,icon_buff_buff.dds,600000,1
1482,Режим убийцы,icon_skill_buff97.dds,0,1
1483,Разгневанный астра,icon_skill_buff66.dds,2000,2
1484,Удар демонессы,icon_skill_fight19.dds,1000,2
1485,Шок,icon_skill_buff10.dds,5000,2
1486,Поглощение,icon_skill_death05.dds,10000,2
1487,Колдовство древнего леса,icon_house_009.dds,0,1
1488,Хозяйка Древнего леса,icon_buff_buff.dds,2000,1
1489,Проклятие,icon_skill_buff76.dds,8000,2
1490,Гнев,icon_skill_buff09.dds,20000,2
1491,Гибель,icon_skill_buff61.dds,3500,2
1492,Легкая боль,icon_skill_buff76.dds,2000,1
1493,Изгнание демона,icon_skill_buff116.dds,5000,1
1494,Ярость Петрена,icon_skill_buff16.dds,5000,2
1495,Пробуждение Марии,icon_skill_buff115.dds,20000,1
1496,Дневник Петрена,icon_skill_buff113.dds,10000,1
1497,Глубокая рана,icon_skill_buff67.dds,0,2
1498,Марионетка еретика,icon_skill_buff66.dds,0,1
1499,Гнев,icon_skill_buff09.dds,240000,1
1500,Благословение фейри,icon_skill_buff75.dds,10000,1
1501,Смятение,icon_skill_buff23.dds,10000,1
1502,Призрак,icon_skill_buff115.dds,600000,2
1503,Леденящий холод,icon_skill_buff77.dds,60000,2
1505,Успокоение,icon_skill_buff115.dds,60000,1
1506,Взрыв,icon_skill_buff61.dds,3000,2
1507,Взрыв,icon_skill_buff61.dds,2000,1
1508,Каменная статуя,icon_buff_debuff.dds,0,2
1509,Выброс пара,icon_buff_debuff.dds,3000,2
1510,Изумление,icon_buff_debuff.dds,2000,1
1511,Изумление,icon_buff_debuff.dds,1000,1
1512,Обрамление,icon_skill_magic01.dds,5000,1
1513,Ловушка,icon_skill_magic15.dds,5000,2
1514,Крылья звезд,icon_skill_magic17.dds,0,1
1515,Отравление,icon_skill_buff14.dds,50000,2
1516,Кровотечение,icon_skill_buff67.dds,2000,2
1517,Освобождение,icon_skill_buff05.dds,5000,1
1518,Песня Шао,icon_skill_buff78.dds,2000,1
1519,Исчезновение корней,icon_buff_buff.dds,2000,3
1520,Искажение пространства,icon_skill_magic08.dds,0,2
1521,Возвращение ожерелья,icon_skill_buff119.dds,2000,2
1522,Тревога,icon_skill_buff17.dds,5000,3
1523,Истощение,icon_skill_buff80.dds,5000,1
1524,Смертельный шок,icon_buff_debuff.dds,5000,3
1525,Оглушение,icon_skill_buff10.dds,2000,2
1526,Режим осады,icon_skill_adamant15.dds,0,1
1527,Аура тьмы,icon_house_009.dds,30000,1
1528,Дух мертвеца,icon_skill_buff115.dds,60000,1
1530,Человеческий облик,icon_skill_buff116.dds,2000,1
1531,Бунтовщик,icon_skill_buff90.dds,0,1
1532,Смущенный командор,icon_skill_buff76.dds,1500,1
1533,Представитель Скади,icon_house_009.dds,0,2
1534,Призрак,icon_skill_buff115.dds,0,1
1535,Паутина,quest/icon_item_quest020.dds,5000,2
1536,Окаменение,icon_buff_debuff.dds,0,3
1537,Пробуждение,icon_skill_will19.dds,6800,1
1538,Перевоплощение,icon_skill_buff05.dds,3000,2
1539,Вдохновляющая песнь,icon_skill_buff09.dds,0,1
1540,Ободряющая песнь,icon_skill_buff09.dds,6000,1
1541,Аура суккуба,icon_skill_streak16.dds,3000,1
1542,Недоверие,icon_skill_buff05.dds,90000,2
1543,Гневный дух огня,icon_skill_buff66.dds,0,1
1544,Доверие,icon_skill_buff90.dds,4000,2
1545,Бах!,icon_skill_buff05.dds,3000,1
1546,Бах!,icon_skill_buff05.dds,3000,1
1547,Исчезновение дудлинга,icon_buff_buff.dds,3000,1
1548,Ярость Мелисары,icon_skill_buff66.dds,0,1
1549,Спокойствие,icon_house_009.dds,10000,2
1550,Перевоплощение,icon_skill_buff56.dds,600000,2
1551,Перевоплощение,icon_skill_buff56.dds,600000,2
1552,Перевоплощение,icon_skill_buff56.dds,600000,2
1553,Первоцвет,icon_skill_buff87.dds,600000,1
1554,Яснотка,icon_skill_buff87.dds,600000,1
1555,Оковы безумия,icon_skill_buff05.dds,10000,2
1556,Отдых,icon_buff_buff.dds,700,1
1557,Упоение битвой,icon_skill_love13.dds,180000,1
1558,Спринт,icon_skill_wild03.dds,300000,1
1559,Оковы,icon_skill_buff55.dds,10000,2
1560,Без защиты,icon_skill_buff05.dds,25000,2
1561,Оглушение,icon_skill_buff10.dds,5000,2
1562,Медитация,icon_skill_will05.dds,9000,1
1563,Круг исцеления,icon_skill_buff39.dds,15000,1
1564,Тест: повышение скорости,icon_skill_buff43.dds,100,1
1565,Головокружение,icon_skill_buff05.dds,14000,2
1566,Неистовство,icon_skill_buff09.dds,60000,1
1567,Неуязвимость,icon_buff_buff.dds,30000,1
1568,Тысячелетний корень,icon_buff_buff.dds,4500,3
1569,Тысячелетний корень,icon_buff_buff.dds,4500,3
1570,Благодушие,icon_skill_buff47.dds,30000,1
1571,Телескоп,icon_skill_buff113.dds,0,1
1572,Агрессия,icon_skill_will19.dds,30000,1
1573,Невидимость,icon_skill_buff69.dds,1000000,1
1574,Проницательный взгляд,icon_buff_buff.dds,20000,1
1575,Существо Джамрата,icon_buff_debuff.dds,0,1
1576,Безудержное веселье,icon_skill_illusion05.dds,3000,2
1577,Гнев королевы фейри,icon_skill_buff66.dds,240000,1
1578,Смертельная слабость,icon_skill_will17.dds,0,2
1579,На грани смерти,icon_skill_buff01.dds,0,2
1580,Электрошок!,icon_skill_buff60.dds,30000,2
1581,Рассказ,icon_skill_buff47.dds,0,1
1582,Пророческий сон,icon_skill_buff47.dds,0,1
1583,Парашют дворфов,icon_skill_buff95.dds,60000,1
1585,Густой туман,icon_skill_buff75.dds,0,1
1586,Остолбенение,icon_skill_illusion05.dds,10000,2
1587,Перевоплощение дудлинга,icon_skill_buff116.dds,5000,1
1588,Спокойствие,icon_skill_buff47.dds,5000,1
1589,Спокойствие,icon_skill_buff47.dds,15000,1
1590,Проклятые доспехи,icon_skill_buff96.dds,0,2
1591,Ускорение I,icon_skill_snowlion05.dds,40000,1
1592,Ускорение II,icon_skill_snowlion05.dds,25000,1
1593,Ускорение III,icon_skill_snowlion05.dds,15000,1
1594,Ускорение IV,icon_skill_snowlion05.dds,10000,1
1595,Ужасающая вонь,icon_skill_buff23.dds,30000,2
1596,Оглушение,icon_skill_buff10.dds,15000,2
1597,Ледяной хаос,icon_buff_debuff.dds,7000,2
1598,Стадия II,icon_skill_death14.dds,500,2
1599,Стадия III,icon_skill_death14.dds,500,2
1600,Паралич,icon_skill_buff01.dds,1,2
1601,Шок от удара,icon_skill_death15.dds,1000,2
1602,Устойчивость,icon_skill_buff89.dds,30000,2
1604,Твердая поступь,icon_skill_buff89.dds,300000,1
1605,Неверная походка,icon_skill_buff01.dds,7000,2
1606,Неуязвимость к сбиванию с ног,icon_skill_magic10.dds,60000,2
1607,Стадия I,icon_skill_death14.dds,500,2
1608,Экспериментальный глайдер,icon_skill_magic17.dds,600000,1
1609,Бомбардировка,unknown_item.dds,1000,1
1610,На крыльях ветра,icon_skill_buff46.dds,3000,2
1611,Живой светильник,icon_buff_buff.dds,600000,1
1612,Благословение предков,icon_buff_buff.dds,1800000,1
1614,Опьянение,icon_buff_buff.dds,60000,1
1615,Сильное опьянение,icon_skill_buff80.dds,30000,2
1616,Забытье,icon_skill_buff10.dds,10000,2
1618,Молния,icon_skill_buff59.dds,7000,2
1619,Запах мускуса,icon_skill_buff75.dds,30000,2
1620,Проклятие Аль-Гарана,icon_skill_buff76.dds,0,3
1621,Избавление от проклятия,icon_skill_buff74.dds,1000,1
1622,Сытость,icon_buff_buff.dds,1800000,1
1623,Хватка земли,icon_skill_buff15.dds,6000,2
1624,Слова аптекаря,icon_buff_buff.dds,500,1
1625,Сытость,icon_buff_buff.dds,1800000,1
1626,Тюремный бунт,icon_skill_buff95.dds,3000,2
1627,Кровотечение,icon_skill_buff67.dds,7000,2
1628,Слова торговца едой,icon_buff_buff.dds,500,1
1629,Слова бакалейщика,icon_buff_buff.dds,100,1
1630,Слова оружейника,icon_buff_buff.dds,100,1
1631,Проклятие Аль-Гарана,icon_buff_debuff.dds,12000,2
1632,Больная лошадь,icon_skill_buff80.dds,0,2
1633,Второе дыхание,icon_skill_buff26.dds,15000,3
1634,Отравление,icon_skill_buff80.dds,0,1
1635,Непреодолимое искушение,icon_skill_buff28.dds,120000,2
1636,Провокация,icon_skill_buff28.dds,10000,2
1639,Крылья горного ветра,quest/icon_item_quest157.dds,30000,1
1640,Печенье Помнящего,icon_skill_buff20.dds,1000,1
1641,Притяжение,icon_skill_fight19.dds,1000,2
1642,Притяжение,icon_skill_fight19.dds,1000,2
1643,Вихрь Соколиного плато,icon_skill_vocation13.dds,0,3
1644,Ураганный ветер,icon_skill_buff45.dds,1500,2
1645,Ловушка,icon_skill_magic17.dds,15000,1
1646,Рывок кракена,icon_buff_buff.dds,1100,1
1647,Тайная магия,icon_buff_buff.dds,10000,1
1648,Гипноз,icon_skill_buff119.dds,0,1
1649,Удачное приземление,unknown_item.dds,0,1
1650,Щупальца кракена,unknown_item.dds,6000,2
1651,Мертвое щупальце,unknown_item.dds,0,2
1652,Невидимость,icon_skill_buff69.dds,5000,1
1653,Живучие щупальца,unknown_item.dds,0,2
1655,Смирный лев,icon_skill_buff28.dds,10000,1
1656,Мощь кракена,unknown_item.dds,-727379968,1
1657,Плавный спуск,icon_item_0343.dds,600000,1
1658,Смятение,icon_skill_buff23.dds,1500,1
1659,Чтение,icon_skill_buff113.dds,1000,1
1660,Взгляд покровителя света,icon_buff_buff.dds,90000,1
1661,Магический щит,icon_skill_buff58.dds,0,1
1662,На крыльях ветра,icon_skill_buff95.dds,0,1
1663,Натиск вепря,icon_skill_buff66.dds,1000,1
1664,Скрытность Кровавой Руки,icon_skill_buff69.dds,0,1
1665,Оковы смерти,icon_skill_death11.dds,5000,2
1666,Ясный разум,icon_skill_death11.dds,5000,1
1667,Дремота,icon_skill_buff114.dds,0,3
1668,Бешенство,icon_skill_buff09.dds,10000,1
1669,Проклятие Дауты,icon_buff_debuff.dds,0,2
1670,Хранитель гробницы,icon_item_0349.dds,0,1
1671,Тестовый эффект,icon_buff_buff.dds,10000,2
1672,Клубок!,icon_skill_buff74.dds,0,3
1673,Магические оковы,icon_skill_buff17.dds,0,2
1674,Крылатый лев,icon_skill_buff46.dds,5000,1
1675,Испытание глайдера,icon_skill_magic17.dds,10000,1
1676,Гарпун,icon_skill_fight15.dds,30000,2
1678,Появление покровителя,icon_skill_buff45.dds,50000,1
1679,Покровитель света,icon_skill_buff69.dds,30000,1
1680,Глухая оборона,icon_skill_buff29.dds,5000,1
1682,Истовая вера,icon_skill_buff66.dds,30000,1
1683,Упавший плод,icon_buff_debuff.dds,900,1
1684,Кража жизни,icon_skill_death05.dds,5000,2
1686,Возвращение кольца,icon_skill_buff119.dds,3000,3
1687,Взгляд морской ведьмы,icon_skill_death05.dds,7000,2
1688,Взрыв,icon_skill_buff01.dds,1500,2
1689,Остров Свободы,icon_skill_buff74.dds,1000,1
1690,Ошеломление,icon_skill_buff119.dds,5000,2
1691,Таян,icon_skill_buff113.dds,1000,1
1692,Ледяная стрела,icon_skill_buff63.dds,2000,2
1693,Молниеносная смерть,icon_skill_buff43.dds,100,1
1694,Призрачный образ,icon_skill_buff89.dds,0,1
1695,Оковы смерти,icon_skill_death11.dds,7000,2
1696,Раненый торговец,icon_skill_buff23.dds,0,1
1697,Свобода,icon_item_0349.dds,3000,1
1698,Отремонтированный механизм,icon_buff_buff.dds,1000,1
1699,Стреноживание,icon_skill_buff16.dds,15000,2
1700,Крепкий панцирь,icon_buff_buff.dds,0,1
1701,Липкая паутина,quest/icon_item_quest020.dds,10000,2
1702,Благословение ветра,quest/icon_item_quest157.dds,30000,1
1703,Песок в глазах,icon_skill_buff19.dds,6000,2
1704,Усталость,icon_skill_buff66.dds,0,2
1705,Гнилой картофель,icon_skill_buff76.dds,10000,2
1706,Шпинат,icon_skill_buff26.dds,300000,1
1707,Тухлая рыба,icon_skill_buff75.dds,5000,2
1708,Пронзающие копья,icon_skill_buff50.dds,1500,2
1709,Неистовство,icon_skill_buff09.dds,60000,1
1710,Без защиты,icon_skill_buff14.dds,24000,1
1711,Контузия,icon_skill_buff10.dds,14000,1
1712,Калечащий удар,icon_skill_buff95.dds,0,1
1713,Действие успокоительного,icon_skill_buff28.dds,4000,1
1714,Подбитая птица,icon_skill_buff67.dds,10000,2
1715,Сладкое послевкусие,icon_buff_buff.dds,30000,1
1716,Синий плод,icon_buff_buff.dds,15000,1
1717,Отравление,icon_skill_buff14.dds,5000,2
1718,Тошнота,icon_skill_buff80.dds,5000,2
1719,Красный плод,icon_buff_buff.dds,15000,1
1720,Возвращение серег,icon_skill_buff119.dds,3000,3
1721,Таран,icon_skill_buff61.dds,100,3
1722,Остановка,icon_skill_will14.dds,0,1
1727,Кислота,icon_skill_buff14.dds,4000,2
1728,Активация стража,icon_buff_buff.dds,5000,1
1729,Ярость,icon_skill_buff09.dds,30000,1
1730,Гнев,icon_skill_buff09.dds,120000,3
1731,Ужасающая вонь,icon_skill_buff23.dds,30000,2
1732,Злость,icon_skill_buff01.dds,0,3
1733,Возвращение с того света,icon_skill_buff113.dds,3000,1
1734,Возвращение с того света,icon_skill_buff113.dds,30000,1
1736,Боевой дух,icon_skill_buff26.dds,60000,1
1737,Натиск вожака,icon_skill_horseback03.dds,3000,1
1738,Прорыв,icon_skill_buff46.dds,3000,2
1739,Бодрость,quest/icon_item_quest157.dds,30000,1
1740,Руна ветров,icon_skill_buff53.dds,0,1
1741,Тестовый эффект,icon_buff_buff.dds,0,1
1742,Лишайник,icon_skill_buff14.dds,30000,2
1743,Заморозка,icon_buff_debuff.dds,1500,2
1745,Владение: all_co_sk_buff_defense,icon_skill_buff58.dds,10000,3
1746,Владение: fist_em_fear,icon_skill_buff58.dds,10000,3
1747,Владение: эффект 3,icon_skill_buff58.dds,10000,3
1748,Владение: эффект 4,icon_skill_buff58.dds,10000,3
1749,В облака,icon_skill_buff46.dds,20000,2
1750,Заговор шамана,icon_skill_death05.dds,5000,2
1751,Кража жизни,icon_skill_death05.dds,6000,2
1752,Радужная болезнь,icon_skill_buff75.dds,0,3
1753,Впечатляющий эффект,icon_skill_buff20.dds,5,2
1754,Свежий ветер,icon_skill_vocation13.dds,60000,3
1755,Замедление,icon_skill_buff04.dds,2500,2
1756,Упоение битвой,icon_skill_love13.dds,180000,1
1757,Колдовская искра,icon_buff_debuff.dds,10000,2
1758,Нуианский танец,icon_skill_buff74.dds,0,1
1759,Бешенство,icon_skill_buff27.dds,10000,1
1760,Магический щит,icon_skill_buff58.dds,0,1
1761,Перо,icon_skill_buff58.dds,3000,1
1762,Дух свободы,icon_item_blade.dds,10000,1
1763,Сильный шок,icon_skill_buff05.dds,500,3
1764,Разгневанный стражник,icon_skill_buff09.dds,2000,2
1766,Легкий шаг,icon_skill_buff70.dds,10000,1
1767,Языки пламени,icon_skill_buff61.dds,5000,2
1769,Атака ворона,icon_skill_buff46.dds,2000,2
1771,На земле,icon_skill_buff01.dds,3000,2
1772,На земле,icon_skill_buff01.dds,2000,3
1773,Неожиданный удар,icon_buff_debuff.dds,1000,3
1774,Бегство,icon_skill_buff70.dds,1500,1
1775,Взгляд убийцы,icon_skill_buff66.dds,60000,1
1776,Беспричинный страх,icon_skill_buff49.dds,5000,2
1778,Во имя Дауты,icon_skill_buff09.dds,2000,2
1780,Дух ветра,icon_skill_buff46.dds,3000,2
1781,Слизь,icon_skill_buff04.dds,2500,2
1782,Слизь,icon_skill_buff14.dds,3000,2
1783,Кровавая пелена,icon_skill_buff09.dds,60000,1
1784,Бодрость,quest/icon_item_quest157.dds,15000,1
1785,Языки пламени,icon_skill_buff61.dds,10000,2
1786,Оглушение,icon_skill_buff10.dds,2500,2
1787,Магия Айсона,icon_skill_buff70.dds,10000,1
1789,Фейерверк,icon_buff_buff.dds,100,1
1790,Спешка,icon_skill_buff76.dds,100,1
1792,Дух мщения,icon_skill_buff60.dds,60000,1
1793,Магическая защита,icon_skill_buff58.dds,0,1
1795,Мара мертвецов Джарма,icon_skill_buff05.dds,5000,3
1796,Канат,icon_buff_buff.dds,30000,3
1797,Благословение Дауты,icon_buff_buff.dds,600000,1
1798,Гнев Коя,icon_skill_buff09.dds,3000,1
1799,Ручной вихрь,icon_skill_vocation13.dds,0,3
1800,Детский плач,icon_skill_buff138.dds,120000,3
1801,Чернильная струя,icon_skill_illusion04.dds,60000,2
1802,Паутина,quest/icon_item_quest020.dds,5000,2
1803,Дух предка,icon_skill_will05.dds,15000,1
1806,Проверка,icon_buff_debuff.dds,2000,2
1807,Приближение грозовых облаков,icon_buff_debuff.dds,8000,1
1808,Крылья горного ветра,quest/icon_item_quest157.dds,2000,1
1809,Истинный лик,icon_skill_buff66.dds,1000,1
1810,Напрасная жертва,icon_skill_buff66.dds,180000,1
1822,Колдовской огонь,icon_skill_buff61.dds,30000,2
1831,Парализующий яд,icon_skill_illusion11.dds,60000,2
1832,Окаменение,icon_skill_illusion07.dds,10000,2
1833,Тестовый эффект,interaction/icon_interaction48.dds,0,1
1834,Поединок,icon_skill_buff41.dds,60000,3
1836,Стыд,icon_skill_buff23.dds,1800,3
1837,Свобода,icon_skill_buff70.dds,10000,1
1839,Круг защиты,icon_skill_buff60.dds,0,1
1840,Мара мертвецов Джарма,icon_skill_buff05.dds,0,3
1841,Порча,icon_skill_buff53.dds,10000,2
1842,Жертвенный огонь,icon_buff_debuff.dds,0,3
1843,Инстинкт выживания,icon_skill_buff56.dds,30000,1
1845,Чрезвычайная ситуация,icon_skill_buff05.dds,120000,2
1846,Молния повелителя ветра,icon_skill_buff59.dds,10000,2
1847,Мягкое приземление,icon_skill_passive01.dds,0,1
1848,Когти,icon_skill_passive02.dds,0,1
1849,Глубокий вдох,icon_skill_passive03.dds,0,1
1850,Мнемоника,icon_skill_passive04.dds,0,1
1851,Покровительство Нуи,icon_skill_passive05.dds,0,1
1852,Дело мастера боится,icon_skill_passive06.dds,0,1
1853,Дорога домой,icon_skill_passive07.dds,0,1
1854,Неутомимый добытчик,icon_skill_passive08.dds,0,1
1855,Печать,interaction/icon_interaction35.dds,0,3
1856,Воздушный пузырь,icon_skill_buff18.dds,10,3
1857,Караван,icon_skill_buff71.dds,0,1
1858,Осада (образец),icon_skill_adamant15.dds,0,1
1859,Невероятная прочность,icon_buff_buff.dds,0,1
1860,Ярость воина,icon_skill_buff09.dds,0,1
1861,Бешенство,icon_skill_death12.dds,30000,1
1862,Укрытие теней,icon_skill_buff69.dds,0,1
1863,Осадная пушка,icon_skill_adamant15.dds,0,1
1864,Бронебойная пушка,icon_skill_adamant15.dds,0,1
1865,Обездвиживание,icon_skill_buff55.dds,3330,2
1866,Невидимость,icon_skill_buff69.dds,120000,1
1867,Призрачный волк,icon_buff_debuff.dds,0,3
1868,Теплое приветствие,icon_skill_buff91.dds,10000,2
1869,Взрывная волна,icon_skill_buff10.dds,1500,2
1870,Свежая мята,icon_skill_buff12.dds,10000,1
1871,Затуманенный разум,icon_skill_buff23.dds,0,2
1872,Крепкие путы,icon_skill_buff16.dds,5000,2
1873,Лже-хранитель,icon_skill_buff05.dds,4000,1
1874,Сила Нуи,icon_buff_buff.dds,4000,1
1876,Кража маны,icon_skill_buff45.dds,3000,1
1877,Свежий ветер,icon_skill_buff02.dds,30000,1
1878,Магический щит,icon_skill_buff58.dds,0,1
1879,Поступь демона,icon_skill_buff62.dds,0,1
1880,Плащ теней,icon_skill_buff69.dds,15000,1
1881,Ярость,icon_skill_buff66.dds,60000,1
1882,Слуга,icon_skill_basic06.dds,0,3
1883,Гнев,icon_skill_buff09.dds,0,3
1888,Пирожок с овощами,icon_item_0195.dds,20000,1
1889,Ячменный хлеб,icon_item_0195.dds,20000,1
1890,Утиные грудки в кляре,icon_item_0195.dds,20000,1
1891,Луковый хлеб,icon_item_0195.dds,20000,1
1892,Освежающий сок,icon_item_0337.dds,1800000,1
1893,Мятный напиток,icon_item_0336.dds,1800000,1
1894,Маслянистая брага,icon_item_0338.dds,1800000,1
1895,Молодое вино,icon_item_0075.dds,1800000,1
1896,Эффект усиления,unknown_item.dds,0,1
1897,Эффект кровотечения,unknown_item.dds,0,1
1898,Эффект огня,unknown_item.dds,0,1
1899,Подготовка перемещения,icon_skill_buff06.dds,7000,1
1900,Принятое угощение,icon_skill_buff77.dds,8000,1
1901,Принятое угощение,icon_skill_buff77.dds,10000,1
1902,Едкая кровь,icon_buff_debuff.dds,10000,2
1903,Бушующее пламя,icon_skill_buff61.dds,5000,2
1904,Оглушение,icon_skill_buff96.dds,2500,2
1905,Шок,icon_skill_buff01.dds,3000,2
1906,Завеса ветра,icon_skill_buff01.dds,1500,2
1907,Грозовой барьер,icon_skill_basic06.dds,500,3
1908,Электрический разряд,icon_buff_debuff.dds,10000,2
1909,Оглушение,icon_skill_buff10.dds,5000,2
1910,Слабость,icon_skill_buff122.dds,30000,2
1911,Призрак,icon_skill_buff69.dds,0,1
1912,Призрак,icon_skill_buff115.dds,18000,1
1913,Бушующий ураган,icon_skill_basic06.dds,0,3
1914,Момент истины,icon_skill_buff05.dds,20000,2
1915,Дух альбатроса,icon_skill_love13.dds,1800000,1
1917,Шторм,icon_skill_buff04.dds,0,2
1918,Водоворот,icon_skill_buff43.dds,0,2
1919,Бегство,icon_skill_buff115.dds,20000,2
1920,Слабость Обороса,icon_skill_romance17.dds,300000,2
1921,Нападение сов,icon_skill_romance17.dds,300000,2
1922,Бегство,icon_skill_buff70.dds,5000,2
1923,Ураганный ветер,icon_buff_debuff.dds,1500,2
1924,Благословение Нуи,icon_buff_buff.dds,15000,1
1925,Паутина,icon_buff_debuff.dds,5000,2
1926,Взгляд Мельборна,icon_skill_buff66.dds,0,1
1927,Обездвиживание,icon_skill_buff04.dds,3000,2
1928,Мельборн,icon_skill_buff66.dds,1000,1
1929,Паучьи сети,icon_skill_buff16.dds,1000,2
1930,Поглощение,icon_skill_buff39.dds,1000,1
1931,Помощь Нуи,icon_skill_passive05.dds,600000,1
1932,Гнев сокола,icon_skill_buff66.dds,20000,2
1933,Рывок,icon_skill_snowlion05.dds,5000,1
1934,Воля Нуи,icon_skill_passive05.dds,1200000,1
1935,Ядовитые испарения,icon_skill_buff14.dds,3000,2
1936,Средняя защита,icon_skill_streak16.dds,0,3
1937,Низкая защита,icon_skill_streak16.dds,0,3
1938,Паутина,icon_skill_buff16.dds,3000,2
1939,На земле,icon_buff_debuff.dds,2000,2
1940,Крылья,quest/icon_item_quest044.dds,10000,1
1941,Бегство,icon_skill_buff70.dds,4000,1
1942,Трансформация,icon_skill_adamant11.dds,1800000,1
1943,Добыча,icon_skill_buff16.dds,4000,3
1944,Привлекательность,icon_skill_buff84.dds,1000,3
1946,Взгляд в спину,icon_skill_buff84.dds,4000,3
1948,Отбрасывание,icon_skill_magic08.dds,8000,2
1949,Призрак,icon_skill_buff69.dds,600000,3
1950,Гнев,icon_skill_romance17.dds,300000,2
1951,Пойманная русалка,icon_skill_buff16.dds,3000,3
1952,Ярость,icon_skill_buff09.dds,20000,1
1953,Гнев призрака,icon_skill_buff115.dds,0,3
1954,Рассеивание невидимости,icon_skill_buff69.dds,5000,1
1955,Лавовый доспех,icon_skill_magic16.dds,600000,1
1956,На земле,icon_skill_buff01.dds,3000,1
1957,Глайдер,quest/icon_item_quest044.dds,15000,1
1958,Первый полет,quest/icon_item_quest044.dds,20000,1
1959,Запечатанный грозовой барьер,icon_buff_debuff.dds,0,2
1960,Запечатанная завеса ветра,icon_buff_debuff.dds,0,2
1961,Запечатанная стена молний,icon_buff_debuff.dds,0,2
1962,Боевой дух,icon_skill_buff09.dds,10000,1
1963,Пойманный лангуст,icon_skill_buff16.dds,3000,3
1964,Таинственная аура,icon_skill_buff75.dds,1000,1
1965,Защита,icon_skill_passive05.dds,0,1
1966,Бессмертие,icon_skill_buff69.dds,0,3
1967,Ярость призрака,icon_skill_buff09.dds,60000,1
1968,Дух богомола,icon_item_0210.dds,600000,1
1969,Дух страуса,icon_item_0209.dds,600000,1
1970,Мир,icon_skill_buff89.dds,3000,1
1971,Паутина,icon_skill_buff16.dds,5000,2
1972,Детский плач,icon_skill_buff138.dds,2000,3
1973,Водоворот,icon_skill_buff19.dds,1500,2
1974,Дыхательный аппарат,icon_skill_buff81.dds,5000,2
1975,Разлом неба и земли,icon_skill_buff53.dds,3000,3
1976,Драконовый плод,icon_skill_vocation13.dds,300000,1
1978,Контузия,icon_skill_buff95.dds,1300,2
1980,Призрачный облик,icon_skill_will05.dds,0,3
1981,Тест: битва,icon_buff_debuff.dds,2000,2
1982,Очерченный круг,icon_skill_buff53.dds,5000,1
1983,Якорь,icon_item_0378.dds,4700,3
1984,Заморозка,icon_skill_buff64.dds,0,2
1985,Оцепенение,icon_skill_buff16.dds,0,2
1987,Воспламенение,icon_skill_buff126.dds,5000,2
1990,Безоглядная ярость,icon_skill_death12.dds,15000,1
1991,Обездвиживание,icon_buff_debuff.dds,1000,3
1992,Спущенный парус,icon_item_0378.dds,4700,3
1993,Облако яда,icon_skill_buff14.dds,0,1
1994,Отбытие,icon_skill_buff06.dds,1000,3
1995,Вихрь Нуи,icon_skill_buff18.dds,8000,2
1996,Бомба,icon_skill_buff61.dds,180000,2
1997,Обратный отсчет,icon_skill_buff44.dds,5000,2
1998,Stern Turn Undead _ LF_,etc_item_bg.dds,3700,1
1999,LF turn undead _ deleted JPEG,etc_item_bg.dds,1000,1
2000,Ядовитый газ,icon_skill_buff14.dds,0,2
2001,Отход,icon_buff_debuff.dds,3000,3
2003,Попрошайка,emotion/icon_emotion_009.dds,0,3
2004,Отдых,interaction/icon_interaction51.dds,0,3
2007,Зажигательный танец,icon_skill_etc01.dds,0,3
2010,В сетях,icon_skill_buff16.dds,5000,3
2011,Зажигательная смесь,icon_skill_buff04.dds,2500,2
2012,Захват,icon_skill_death10.dds,0,3
2014,Раскол земли,icon_skill_horseback03.dds,2000,1
2015,Шок,icon_buff_debuff.dds,2000,2
2017,Таинственная аура,icon_skill_buff69.dds,600000000,3
2018,Раскол земли,icon_skill_horseback03.dds,1500,3
2019,Бомбардир,food_item_bg.dds,0,3
2020,Окаменение,unknown_item.dds,30000,3
2021,Окаменение,unknown_item.dds,1000,3
2028,Заключенный,icon_skill_buff98.dds,1800000,2
2029,На земле,icon_skill_buff01.dds,2500,2
2030,Запах светящихся грибов,icon_buff_buff.dds,30000,1
2031,Свежий ветер равнин,icon_skill_vocation13.dds,60000,1
2032,Второе дыхание,icon_skill_buff26.dds,0,3
2033,Второе дыхание,icon_skill_buff26.dds,0,3
